lifestyle_key,Diet_Type,Smoking_Alcohol,Physical_Activity_Level
24806,veg,yes,active
24807,balanced,yes,active
24808,non-veg,no,sedentary
24809,veg,occasional,active
24810,veg,yes,active
24811,balanced,occasional,active
24812,veg,occasional,sedentary
24813,non-veg,no,sedentary
24814,veg,no,sedentary
24815,non-veg,no,moderate
24816,balanced,yes,moderate
24817,balanced,no,moderate
24818,balanced,no,sedentary
24819,non-veg,occasional,active
24820,non-veg,occasional,moderate
24821,non-veg,yes,active
24822,balanced,no,sedentary
24823,balanced,yes,sedentary
24824,non-veg,no,moderate
24825,balanced,occasional,sedentary
24826,non-veg,no,moderate
24827,veg,no,active
24828,balanced,no,sedentary
24829,non-veg,yes,sedentary
24830,veg,occasional,active
24831,balanced,no,moderate
24832,veg,no,active
24833,non-veg,occasional,active
24834,balanced,no,moderate
24835,non-veg,yes,moderate
24836,non-veg,occasional,sedentary
24837,balanced,no,active
24838,balanced,no,moderate
24839,non-veg,yes,moderate
24840,veg,yes,moderate
24841,balanced,no,moderate
24842,veg,occasional,moderate
24843,balanced,yes,moderate
24844,non-veg,no,sedentary
24845,balanced,occasional,sedentary
24846,non-veg,no,sedentary
24847,balanced,no,sedentary
24848,veg,occasional,sedentary
24849,non-veg,occasional,sedentary
24850,non-veg,no,moderate
24851,veg,yes,moderate
24852,non-veg,yes,active
24853,balanced,no,moderate
24854,balanced,occasional,active
24855,veg,occasional,active
24856,balanced,yes,active
24857,veg,occasional,moderate
24858,non-veg,occasional,sedentary
24859,balanced,no,moderate
24860,non-veg,no,moderate
24861,veg,yes,active
24862,non-veg,yes,moderate
24863,non-veg,occasional,moderate
24864,balanced,yes,active
24865,non-veg,no,moderate
24866,balanced,occasional,active
24867,non-veg,no,active
24868,non-veg,no,moderate
24869,veg,yes,sedentary
24870,non-veg,occasional,sedentary
24871,balanced,occasional,moderate
24872,balanced,yes,moderate
24873,balanced,yes,moderate
24874,non-veg,yes,sedentary
24875,balanced,yes,moderate
24876,balanced,occasional,sedentary
24877,veg,no,sedentary
24878,veg,no,active
24879,balanced,occasional,active
24880,balanced,occasional,moderate
24881,non-veg,no,sedentary
24882,veg,no,sedentary
24883,veg,no,active
24884,non-veg,no,moderate
24885,non-veg,occasional,moderate
24886,balanced,occasional,moderate
24887,balanced,occasional,moderate
24888,balanced,occasional,sedentary
24889,balanced,yes,moderate
24890,balanced,occasional,sedentary
24891,balanced,yes,sedentary
24892,veg,yes,moderate
24893,veg,yes,active
24894,veg,no,sedentary
24895,veg,no,active
24896,veg,yes,sedentary
24897,non-veg,occasional,active
24898,veg,yes,moderate
24899,non-veg,occasional,sedentary
24900,veg,occasional,moderate
24901,balanced,yes,sedentary
24902,balanced,occasional,active
24903,balanced,occasional,sedentary
24904,balanced,yes,moderate
24905,veg,occasional,active
24906,balanced,occasional,active
24907,veg,no,sedentary
24908,balanced,yes,active
24909,non-veg,occasional,moderate
24910,balanced,occasional,sedentary
24911,non-veg,yes,moderate
24912,non-veg,yes,moderate
24913,veg,occasional,sedentary
24914,veg,occasional,moderate
24915,non-veg,no,active
24916,non-veg,occasional,active
24917,veg,occasional,moderate
24918,non-veg,no,active
24919,non-veg,occasional,sedentary
24920,veg,yes,sedentary
24921,balanced,yes,moderate
24922,non-veg,yes,moderate
24923,non-veg,yes,sedentary
24924,veg,occasional,active
24925,balanced,yes,moderate
24926,balanced,occasional,sedentary
24927,balanced,yes,moderate
24928,non-veg,yes,sedentary
24929,balanced,yes,active
24930,veg,yes,moderate
24931,balanced,yes,sedentary
24932,balanced,occasional,moderate
24933,veg,yes,moderate
24934,veg,yes,active
24935,balanced,no,moderate
24936,balanced,yes,sedentary
24937,veg,no,active
24938,veg,occasional,sedentary
24939,balanced,occasional,active
24940,balanced,yes,active
24941,non-veg,yes,active
24942,non-veg,no,active
24943,non-veg,yes,moderate
24944,veg,yes,moderate
24945,veg,no,sedentary
24946,balanced,yes,active
24947,non-veg,no,active
24948,non-veg,yes,sedentary
24949,balanced,occasional,sedentary
24950,non-veg,occasional,sedentary
24951,non-veg,occasional,moderate
24952,veg,no,sedentary
24953,non-veg,yes,active
24954,veg,no,active
24955,veg,yes,moderate
24956,veg,occasional,active
24957,balanced,no,active
24958,non-veg,no,sedentary
24959,balanced,no,moderate
24960,veg,occasional,active
24961,veg,occasional,active
24962,balanced,yes,active
24963,veg,yes,moderate
24964,balanced,occasional,active
24965,veg,no,active
24966,non-veg,no,active
24967,non-veg,occasional,active
24968,balanced,occasional,active
24969,non-veg,no,sedentary
24970,balanced,no,moderate
24971,veg,yes,moderate
24972,non-veg,occasional,moderate
24973,veg,no,sedentary
24974,veg,yes,active
24975,veg,no,sedentary
24976,non-veg,yes,active
24977,non-veg,yes,moderate
24978,veg,occasional,moderate
24979,non-veg,yes,active
24980,balanced,no,active
24981,balanced,yes,active
24982,non-veg,no,sedentary
24983,veg,yes,moderate
24984,balanced,yes,active
24985,non-veg,occasional,active
24986,veg,yes,moderate
24987,non-veg,yes,active
24988,balanced,yes,moderate
24989,balanced,no,moderate
24990,balanced,no,active
24991,balanced,no,active
24992,veg,occasional,moderate
24993,veg,occasional,moderate
24994,balanced,yes,sedentary
24995,balanced,no,sedentary
24996,non-veg,no,sedentary
24997,veg,no,moderate
24998,veg,yes,moderate
24999,non-veg,yes,sedentary
25000,non-veg,no,active
25001,balanced,yes,moderate
25002,non-veg,no,sedentary
25003,non-veg,occasional,moderate
25004,veg,occasional,sedentary
25005,veg,no,active
25006,balanced,yes,sedentary
25007,balanced,occasional,moderate
25008,veg,no,moderate
25009,veg,no,active
25010,non-veg,yes,moderate
25011,veg,occasional,sedentary
25012,balanced,no,moderate
25013,veg,occasional,moderate
25014,veg,no,sedentary
25015,veg,no,sedentary
25016,balanced,occasional,moderate
25017,veg,no,active
25018,non-veg,occasional,moderate
25019,non-veg,no,sedentary
25020,non-veg,yes,moderate
25021,veg,yes,sedentary
25022,balanced,occasional,active
25023,balanced,occasional,sedentary
25024,balanced,yes,sedentary
25025,non-veg,no,sedentary
25026,non-veg,yes,moderate
25027,non-veg,occasional,moderate
25028,veg,occasional,active
25029,non-veg,yes,sedentary
25030,non-veg,yes,sedentary
25031,non-veg,no,moderate
25032,balanced,yes,active
25033,balanced,yes,active
25034,veg,no,moderate
25035,balanced,no,sedentary
25036,balanced,yes,sedentary
25037,balanced,occasional,active
25038,veg,no,sedentary
25039,non-veg,occasional,moderate
25040,veg,no,active
25041,balanced,yes,active
25042,balanced,occasional,moderate
25043,non-veg,yes,active
25044,balanced,no,moderate
25045,non-veg,no,sedentary
25046,non-veg,yes,active
25047,balanced,no,active
25048,non-veg,no,sedentary
25049,non-veg,no,moderate
25050,balanced,yes,moderate
25051,balanced,no,moderate
25052,non-veg,yes,sedentary
25053,veg,yes,moderate
25054,veg,no,active
25055,non-veg,yes,sedentary
25056,balanced,occasional,moderate
25057,veg,no,moderate
25058,non-veg,occasional,active
25059,veg,no,sedentary
25060,balanced,yes,active
25061,non-veg,yes,active
25062,non-veg,occasional,moderate
25063,veg,yes,sedentary
25064,veg,no,moderate
25065,non-veg,no,active
25066,non-veg,no,active
25067,veg,no,moderate
25068,veg,occasional,moderate
25069,balanced,occasional,sedentary
25070,veg,no,moderate
25071,balanced,yes,sedentary
25072,non-veg,yes,active
25073,balanced,no,moderate
25074,non-veg,yes,sedentary
25075,balanced,no,moderate
25076,balanced,yes,moderate
25077,non-veg,yes,moderate
25078,balanced,yes,active
25079,veg,yes,sedentary
25080,veg,yes,sedentary
25081,veg,yes,active
25082,non-veg,yes,active
25083,veg,yes,active
25084,veg,no,active
25085,non-veg,yes,sedentary
25086,non-veg,no,moderate
25087,veg,no,moderate
25088,balanced,yes,active
25089,veg,occasional,sedentary
25090,veg,no,sedentary
25091,non-veg,no,sedentary
25092,non-veg,yes,moderate
25093,balanced,yes,moderate
25094,balanced,no,sedentary
25095,veg,no,moderate
25096,balanced,yes,active
25097,non-veg,occasional,active
25098,non-veg,occasional,sedentary
25099,non-veg,no,sedentary
25100,veg,no,moderate
25101,non-veg,occasional,moderate
25102,non-veg,yes,sedentary
25103,non-veg,occasional,moderate
25104,balanced,occasional,sedentary
25105,veg,no,moderate
25106,non-veg,no,active
25107,non-veg,occasional,sedentary
25108,balanced,no,moderate
25109,balanced,occasional,active
25110,veg,no,moderate
25111,balanced,no,sedentary
25112,non-veg,yes,sedentary
25113,non-veg,no,sedentary
25114,veg,no,moderate
25115,balanced,no,moderate
25116,veg,occasional,moderate
25117,veg,yes,active
25118,balanced,yes,active
25119,non-veg,yes,sedentary
25120,veg,occasional,active
25121,veg,no,sedentary
25122,balanced,yes,active
25123,balanced,occasional,moderate
25124,veg,no,moderate
25125,veg,no,sedentary
25126,non-veg,no,moderate
25127,non-veg,no,sedentary
25128,non-veg,no,sedentary
25129,veg,no,moderate
25130,non-veg,yes,moderate
25131,balanced,no,sedentary
25132,non-veg,no,moderate
25133,balanced,occasional,active
25134,non-veg,no,moderate
25135,balanced,yes,active
25136,veg,occasional,active
25137,balanced,yes,moderate
25138,non-veg,yes,sedentary
25139,non-veg,no,active
25140,veg,occasional,sedentary
25141,balanced,no,sedentary
25142,veg,no,active
25143,non-veg,occasional,moderate
25144,non-veg,occasional,sedentary
25145,non-veg,no,active
25146,veg,yes,sedentary
25147,non-veg,yes,moderate
25148,veg,no,sedentary
25149,non-veg,occasional,moderate
25150,veg,yes,moderate
25151,veg,yes,moderate
25152,non-veg,yes,moderate
25153,non-veg,no,moderate
25154,non-veg,no,active
25155,balanced,occasional,moderate
25156,balanced,yes,moderate
25157,veg,yes,active
25158,non-veg,occasional,sedentary
25159,non-veg,yes,sedentary
25160,veg,occasional,sedentary
25161,balanced,yes,sedentary
25162,veg,occasional,sedentary
25163,balanced,yes,moderate
25164,veg,yes,moderate
25165,balanced,occasional,moderate
25166,non-veg,no,sedentary
25167,non-veg,no,active
25168,veg,no,active
25169,non-veg,occasional,moderate
25170,balanced,occasional,active
25171,balanced,no,active
25172,balanced,yes,active
25173,non-veg,occasional,sedentary
25174,balanced,occasional,moderate
25175,veg,occasional,active
25176,veg,no,active
25177,veg,occasional,active
25178,veg,no,active
25179,non-veg,occasional,moderate
25180,balanced,yes,sedentary
25181,non-veg,no,moderate
25182,non-veg,yes,moderate
25183,veg,occasional,moderate
25184,veg,yes,sedentary
25185,veg,no,moderate
25186,non-veg,occasional,sedentary
25187,veg,yes,moderate
25188,non-veg,yes,sedentary
25189,non-veg,yes,sedentary
25190,veg,yes,sedentary
25191,non-veg,occasional,moderate
25192,veg,yes,active
25193,non-veg,occasional,moderate
25194,non-veg,occasional,active
25195,balanced,occasional,sedentary
25196,non-veg,yes,sedentary
25197,veg,occasional,moderate
25198,balanced,yes,active
25199,non-veg,yes,sedentary
25200,balanced,yes,active
25201,veg,yes,active
25202,balanced,occasional,sedentary
25203,balanced,yes,moderate
25204,veg,occasional,sedentary
25205,non-veg,no,sedentary
25206,veg,occasional,sedentary
25207,balanced,occasional,active
25208,non-veg,no,active
25209,veg,no,sedentary
25210,balanced,yes,moderate
25211,balanced,occasional,sedentary
25212,veg,occasional,moderate
25213,veg,no,moderate
25214,balanced,occasional,sedentary
25215,veg,occasional,active
25216,balanced,occasional,moderate
25217,non-veg,yes,sedentary
25218,veg,no,active
25219,balanced,yes,active
25220,balanced,occasional,moderate
25221,non-veg,no,moderate
25222,veg,no,moderate
25223,veg,occasional,moderate
25224,non-veg,occasional,sedentary
25225,balanced,no,moderate
25226,veg,yes,active
25227,balanced,no,moderate
25228,non-veg,yes,active
25229,balanced,occasional,active
25230,balanced,occasional,sedentary
25231,balanced,no,active
25232,balanced,yes,active
25233,balanced,no,moderate
25234,balanced,yes,sedentary
25235,veg,no,sedentary
25236,balanced,occasional,active
25237,balanced,occasional,active
25238,non-veg,occasional,active
25239,veg,no,moderate
25240,veg,yes,sedentary
25241,non-veg,yes,sedentary
25242,balanced,occasional,moderate
25243,balanced,occasional,moderate
25244,non-veg,no,moderate
25245,non-veg,occasional,active
25246,non-veg,yes,sedentary
25247,non-veg,occasional,sedentary
25248,veg,no,sedentary
25249,veg,occasional,sedentary
25250,balanced,yes,active
25251,non-veg,no,moderate
25252,balanced,occasional,active
25253,veg,yes,sedentary
25254,non-veg,no,active
25255,non-veg,yes,moderate
25256,veg,yes,active
25257,non-veg,occasional,moderate
25258,veg,occasional,active
25259,veg,occasional,sedentary
25260,veg,yes,sedentary
25261,non-veg,yes,sedentary
25262,balanced,no,sedentary
25263,balanced,occasional,moderate
25264,balanced,yes,moderate
25265,balanced,yes,sedentary
25266,veg,no,active
25267,non-veg,occasional,moderate
25268,veg,no,moderate
25269,veg,occasional,moderate
25270,balanced,occasional,moderate
25271,non-veg,no,moderate
25272,veg,yes,moderate
25273,non-veg,occasional,active
25274,veg,no,moderate
25275,veg,no,active
25276,veg,no,moderate
25277,non-veg,no,active
25278,balanced,yes,sedentary
25279,non-veg,occasional,active
25280,balanced,no,sedentary
25281,balanced,occasional,sedentary
25282,non-veg,occasional,active
25283,non-veg,occasional,moderate
25284,veg,no,active
25285,non-veg,occasional,sedentary
25286,veg,yes,active
25287,veg,occasional,active
25288,veg,no,active
25289,veg,occasional,active
25290,veg,no,sedentary
25291,non-veg,no,active
25292,non-veg,yes,active
25293,non-veg,yes,active
25294,balanced,no,moderate
25295,veg,occasional,moderate
25296,veg,yes,moderate
25297,balanced,occasional,sedentary
25298,non-veg,no,sedentary
25299,veg,no,active
25300,balanced,no,moderate
25301,non-veg,occasional,active
25302,non-veg,no,sedentary
25303,veg,occasional,sedentary
25304,non-veg,occasional,moderate
25305,balanced,no,active
25306,non-veg,no,sedentary
25307,balanced,occasional,active
25308,non-veg,yes,moderate
25309,balanced,no,sedentary
25310,veg,occasional,moderate
25311,veg,no,sedentary
25312,balanced,yes,moderate
25313,non-veg,occasional,active
25314,non-veg,yes,moderate
25315,balanced,no,moderate
25316,veg,yes,active
25317,veg,yes,moderate
25318,veg,no,sedentary
25319,non-veg,yes,sedentary
25320,non-veg,no,active
25321,veg,yes,moderate
25322,balanced,no,sedentary
25323,veg,occasional,sedentary
25324,balanced,no,moderate
25325,non-veg,occasional,sedentary
25326,veg,no,moderate
25327,balanced,yes,sedentary
25328,veg,yes,moderate
25329,non-veg,yes,sedentary
25330,non-veg,yes,active
25331,non-veg,yes,moderate
25332,balanced,no,active
25333,non-veg,yes,active
25334,non-veg,yes,active
25335,non-veg,occasional,sedentary
25336,veg,yes,moderate
25337,balanced,occasional,active
25338,veg,yes,active
25339,non-veg,yes,active
25340,non-veg,no,moderate
25341,non-veg,occasional,sedentary
25342,balanced,occasional,sedentary
25343,non-veg,no,sedentary
25344,veg,yes,sedentary
25345,non-veg,yes,sedentary
25346,veg,no,active
25347,balanced,no,moderate
25348,balanced,no,moderate
25349,veg,occasional,sedentary
25350,veg,no,moderate
25351,balanced,yes,active
25352,balanced,yes,moderate
25353,veg,occasional,moderate
25354,non-veg,yes,moderate
25355,balanced,occasional,moderate
25356,veg,yes,moderate
25357,veg,no,sedentary
25358,non-veg,occasional,moderate
25359,veg,occasional,active
25360,veg,yes,active
25361,veg,occasional,moderate
25362,balanced,occasional,moderate
25363,veg,no,moderate
25364,non-veg,occasional,active
25365,veg,no,active
25366,balanced,yes,sedentary
25367,balanced,yes,sedentary
25368,non-veg,yes,active
25369,non-veg,yes,moderate
25370,veg,yes,sedentary
25371,veg,no,moderate
25372,balanced,no,sedentary
25373,non-veg,no,moderate
25374,non-veg,yes,active
25375,non-veg,no,moderate
25376,veg,occasional,active
25377,veg,occasional,active
25378,veg,occasional,sedentary
25379,balanced,occasional,moderate
25380,balanced,occasional,moderate
25381,veg,yes,moderate
25382,veg,occasional,sedentary
25383,veg,no,sedentary
25384,balanced,no,active
25385,veg,no,active
25386,veg,no,active
25387,veg,yes,active
25388,non-veg,yes,sedentary
25389,non-veg,occasional,sedentary
25390,non-veg,no,sedentary
25391,veg,yes,sedentary
25392,non-veg,yes,sedentary
25393,non-veg,occasional,sedentary
25394,balanced,no,sedentary
25395,balanced,yes,moderate
25396,veg,occasional,sedentary
25397,non-veg,yes,active
25398,non-veg,yes,active
25399,veg,no,active
25400,balanced,occasional,sedentary
25401,balanced,yes,sedentary
25402,balanced,yes,active
25403,veg,no,sedentary
25404,veg,no,sedentary
25405,veg,no,active
25406,non-veg,no,active
25407,veg,no,moderate
25408,non-veg,yes,moderate
25409,veg,no,active
25410,veg,occasional,sedentary
25411,veg,occasional,moderate
25412,veg,occasional,active
25413,balanced,occasional,sedentary
25414,balanced,no,sedentary
25415,veg,occasional,sedentary
25416,balanced,yes,sedentary
25417,veg,no,active
